"","Year","School","Name","Height","Weight","Hand_Size","Arm_Length","Forty_Yard","Vertical_Leap","Broad_Jump","Shuttle","Three_Cone","NFL_QBR","Conference","Games","Completions","Attempts","Completion_Percentage","Yards","Y.A","TD","INT","College_QBR","Rush_Attempts","Rushing_Yds","Rushing_Avg","Rushing_Td","Rank","Power_Five"
"112",1997,"Texas A&M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,FALSE
"113",1998,"Arizona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE
"114",1998,"Arkansas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,FALSE
"115",1998,"Eastern Michigan","Charlie Batch",73.9,216,9.75,33.75,4.89,33.5,118,4.11,7.6,77.2,"MAC",22,491,855,0.57,6457,7.6,44,28,131.3,146,162,1.1,4,NA,FALSE
"116",1998,"Florida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE
"117",1998,"Florida State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE
"118",1998,"Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,FALSE
"119",1998,"Georgia Tech",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,FALSE
"120",1998,"Kansas State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,FALSE
"121",1998,"Miami (FL)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,FALSE
"122",1998,"Michigan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,FALSE
"123",1998,"Minnesota","Cory Sauter",76.1,218,9.38,34.13,4.98,31,109,4.15,7.45,85,"Big Ten",34,530,924,0.57,6754,7.3,40,33,125.9,254,-201,-0.8,8,NA,FALSE
"124",1998,"Missouri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,FALSE
"125",1998,"Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,FALSE
"126",1998,"Notre Dame",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE
"127",1998,"Ohio State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE
"128",1998,"Penn State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,FALSE
"129",1998,"Purdue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,FALSE
"130",1998,"Syracuse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,FALSE
"131",1998,"Tennessee","Peyton Manning",77.3,230,10.13,31.5,9.99,NA,NA,9.99,9.99,96.5,"SEC",34,774,1237,0.63,10060,8.1,78,27,147.3,132,-155,-1.2,11,1,TRUE
"132",1998,"Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,FALSE
"133",1998,"UCLA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,FALSE
"134",1998,"Virginia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,FALSE
"135",1998,"Virginia Tech",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,FALSE
"136",1998,"Washington State","Ryan Leaf",77.4,261,10.5,33.88,9.99,NA,NA,9.99,9.99,50,"Pac-10",23,421,783,0.54,6779,8.7,55,23,143.8,151,-184,-1.2,12,NA,TRUE
"137",1998,"Wisconsin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,FALSE
"138",1998,"Air Force",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,FALSE
"139",1998,"Texas A&M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,FALSE
"140",1998,"Tulane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,FALSE
"141",1999,"Alabama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,FALSE
"142",1999,"Arkansas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,FALSE
"143",1999,"Central Florida","Daunte Culpepper",75.8,255,9.5,30.25,4.52,39,122,4.13,7.21,87.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"144",1999,"Florida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,FALSE
"145",1999,"Florida State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE
"146",1999,"Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,FALSE
"147",1999,"Georgia Tech",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,FALSE
"148",1999,"Illinois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,FALSE
"149",1999,"Kansas State","Michael Bishop",73,205,NA,NA,4.85,33,113,4.62,7.63,57.6,"Big 12",23,244,480,0.51,4401,9.2,36,13,147.2,324,1314,4.1,23,6,TRUE
"150",1999,"Kentucky","Tim Couch",76.1,225,9.88,31,5.08,31,NA,4.34,9.99,75.1,"SEC",22,763,1100,0.69,8159,7.4,73,34,147.4,130,-249,-1.9,4,NA,TRUE
"151",1999,"Miami (FL)","Scott Covington",74.1,219,9.5,31,4.67,34,107,4.42,7.62,64.6,"Big East",11,159,270,0.59,2301,8.5,19,8,147.8,45,-192,51.1,0,15,FALSE
"152",1999,"Michigan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE
"153",1999,"Michigan State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,FALSE
"154",1999,"Minnesota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,FALSE
"155",1999,"Mississippi State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,FALSE
"156",1999,"Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE
"157",1999,"Northwest Missouri State","Chris Greisen",74.5,223,9.63,31.5,5.06,30.5,107,4.33,7.29,77.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"158",1999,"Ohio State","Joe Germaine",73.3,211,9.25,30.63,4.8,32,102,4.21,7.18,53.1,"Big Ten",25,359,594,0.6,5177,8.7,41,16,151,94,-215,-2.3,0,NA,FALSE
"159",1999,"Oregon","Akili Smith",74.8,227,9.75,32.25,4.7,34,111,4.29,6.99,52.8,"Pac-10",23,323,571,0.57,5148,9,45,15,153.1,171,367,2.1,6,19,TRUE
"160",1999,"Penn State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,FALSE
"161",1999,"Purdue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,FALSE
"162",1999,"South Carolina","Anthony Wright",73.4,195,9.5,31.5,4.74,31,116,4.35,7.45,66.3,"SEC",31,415,769,0.54,5434,7.1,36,21,123.3,247,190,0.8,7,NA,TRUE
"163",1999,"Southern Mississippi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,FALSE
"164",1999,"Syracuse","Donovan McNabb",74.3,223,10,30.75,4.64,33,116,4.38,7.3,85.6,"Big East",45,548,938,0.58,8389,8.9,77,26,155.1,465,1561,3.4,19,NA,FALSE
"165",1999,"Tennessee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,FALSE
"166",1999,"Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,FALSE
"167",1999,"Tulane (LA)","Shaun King",72,221,9.25,30.5,4.77,33,113,4.29,9.99,73.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"168",1999,"UCLA","Cade McNown",72.9,213,9.38,30,4.76,33.5,108,4.28,7.27,67.7,"Pac-10",47,694,1250,0.56,10708,8.6,68,41,138.9,313,577,1.8,16,NA,TRUE
"169",1999,"Virginia","Aaron Brooks",75.5,203,9.5,32,4.59,35.5,118,4.29,7.52,78.5,"ACC",22,320,560,0.57,4601,8.2,32,16,139.3,169,482,2.9,10,NA,TRUE
"170",1999,"Virginia Tech",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE
"171",1999,"Washington","Brock Huard",77,227,NA,NA,5.12,30.5,107,4.44,7.44,80.3,"Pac-10",30,422,776,0.54,5742,7.4,51,27,131.3,114,-39,-0.3,3,NA,TRUE
"172",1999,"Wisconsin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE
"173",1999,"Marshall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,FALSE
"174",1999,"Ole Miss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE
"175",1999,"Texas A&M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,FALSE
"176",2000,"Auburn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,FALSE
"177",2000,"Clemson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,FALSE
"178",2000,"Colorado State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,FALSE
"179",2000,"Florida","Doug Johnson",74.4,226,9.5,30.5,4.95,29.5,96,9.99,9.99,69.4,"SEC",30,492,880,0.56,6943,7.9,60,33,137.2,97,-362,-3.7,3,10,TRUE
"180",2000,"Florida State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE
"181",2000,"Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,FALSE
"182",2000,"Georgia Tech","Joe Hamilton",70.3,192,9,30.5,4.84,NA,106,9.99,9.99,-37.5,"ACC",43,629,1020,0.62,8882,8.7,65,39,148.2,501,1758,3.5,18,17,TRUE
"183",2000,"Iowa State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,FALSE
"184",2000,"Kansas State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,FALSE
"185",2000,"Louisiana Tech","Tim Rattay",72.5,215,9,31.5,4.93,25.5,100,4.21,7.34,83.7,"Ind",33,1015,1552,0.65,12746,8.2,115,35,154.3,153,-103,-0.7,2,NA,FALSE
"186",2000,"Louisville","Chris Redman",74.8,222,9.75,31,5.37,26.5,98,4.78,7.8,78.6,"CUSA",43,1031,1679,0.61,12541,7.5,84,51,134.6,167,-412,-2.5,3,NA,FALSE
"187",2000,"Marshall (WV)","Chad Pennington",75.4,229,10.25,32.75,4.85,33.5,111,4.16,7.12,90.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"188",2000,"Miami (FL)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE
"189",2000,"Michigan","Tom Brady",76.4,211,9.38,32.75,5.3,24.5,99,4.38,7.2,97.6,"Big Ten",23,380,618,0.61,4644,7.5,30,16,135.5,88,-136,-1.5,3,11,FALSE
"190",2000,"Mississippi State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,FALSE
"191",2000,"Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,FALSE
"192",2000,"Northern Arizona","Travis Brown",75.5,218,9,31.25,5.03,29,101,4.87,7.54,59.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"193",2000,"Notre Dame","Jarious Jackson",73,226,NA,NA,4.68,NA,109,9.99,9.99,46.4,"Ind",23,288,504,0.57,4493,8.9,30,20,143.7,253,905,3.6,10,15,FALSE
"194",2000,"Oklahoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE
"195",2000,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,FALSE
"196",2000,"Oregon State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE
"197",2000,"Purdue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,FALSE
"198",2000,"South Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,FALSE
"199",2000,"Stanford","Todd Husak",75.1,216,9.75,32,5.22,27.5,99,4.41,7.17,81.2,"Pac-10",21,409,755,0.54,5780,7.7,35,18,129,78,-63,-0.8,3,NA,TRUE
"200",2000,"Tennessee","Tee Martin",73.6,227,10.25,30.75,4.61,34.5,113,9.99,9.99,25.3,"SEC",23,318,572,0.56,4481,7.8,31,15,134,184,604,3.3,16,NA,TRUE
"201",2000,"Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,FALSE
"202",2000,"Texas Christian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,FALSE
"203",2000,"Texas State","Spergon Wynn",75.4,229,10,33.25,4.95,34,108,4.59,7.71,39.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"204",2000,"Virginia Tech",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,FALSE
"205",2000,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE
"206",2000,"West Virginia","Marc Bulger",73.6,208,9.25,30.63,4.96,NA,100,4.34,7.46,84.4,"Big East",24,466,742,0.63,6072,8.2,45,20,146.2,85,-185,-2.2,2,NA,FALSE
"207",2000,"Wisconsin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,FALSE
"208",2000,"LSU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE
"209",2001,"Arkansas State","Cleo Lemon",74,226,NA,NA,4.87,35.5,106,4.27,7.33,71.8,"Ind",33,461,923,0.5,6254,6.8,42,25,116.5,144,-383,-2.7,2,NA,FALSE
"210",2001,"Boston College","Tim Hasselbeck",73,211,NA,NA,4.83,33,113,4.4,7.27,63.6,"Big East",21,269,489,0.55,3750,7.7,27,16,131.1,131,339,2.6,4,21,FALSE
"211",2001,"Brigham Young",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,FALSE
"212",2001,"Colorado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,FALSE
"213",2001,"Florida","Jesse Palmer",74,231,9.75,31.5,4.79,35.5,112,4.29,7.13,59.8,"SEC",10,116,223,0.52,1653,7.4,11,4,127,36,-51,45.9,6,3,TRUE
"214",2001,"Florida State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,FALSE
"215",2001,"Georgia","Quincy Carter",74.1,225,9,32.5,4.61,35.5,113,4.12,7.12,71.7,"SEC",22,392,670,0.59,5197,7.8,29,15,133.5,201,539,2.7,9,22,TRUE
"216",2001,"Georgia Tech",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,FALSE
"217",2001,"Illinois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,FALSE
"218",2001,"Iowa State","Sage Rosenfels",76.4,228,10.25,32,4.77,34,107,4.29,7.07,81.2,"Big 12",22,299,568,0.53,4079,7.2,18,23,115.3,158,606,3.8,14,NA,TRUE
"219",2001,"Louisville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,FALSE
"220",2001,"Maryland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,FALSE
"221",2001,"Miami (FL)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE
"222",2001,"Michigan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,FALSE
"223",2001,"Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,FALSE
"224",2001,"Oklahoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,FALSE
"225",2001,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE
"226",2001,"Purdue","Drew Brees",72.3,213,10.25,31,4.85,32,105,4.21,7.09,96.7,"Big Ten",37,1007,1635,0.62,11560,7.1,90,44,133.8,243,891,3.7,12,NA,FALSE
"227",2001,"Rutgers","Mike McMahon",74.4,207,9.75,32,4.55,37.5,124,4.12,7.12,55.1,"Big East",30,416,828,0.5,5619,6.8,36,45,110.7,179,193,1.1,7,NA,FALSE
"228",2001,"South Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,FALSE
"229",2001,"Stanford",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,FALSE
"230",2001,"Syracuse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,FALSE
"231",2001,"Tennessee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE
"232",2001,"Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE
"233",2001,"Toledo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,FALSE
"234",2001,"Virginia Tech",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,FALSE
"235",2001,"Washington","Marques Tuiasosopo",73.1,223,9,31,4.71,35.5,115,4.35,7.36,48.1,"Pac-10",22,341,618,0.55,4367,7.1,26,22,121.3,264,935,3.5,12,19,TRUE
"236",2001,"Washington State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,FALSE
"237",2001,"LSU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,FALSE
"238",2002,"Alabama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,FALSE
"239",2002,"Auburn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,FALSE
"240",2002,"Boise State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,FALSE
"241",2002,"Colorado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,FALSE
"242",2002,"East Carolina (NC)","David Garrard",73.9,235,10.5,31,4.83,33.5,110,4.26,7.35,85.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
