"","Year","School","Name","Height","Weight","Hand_Size","Arm_Length","Forty_Yard","Vertical_Leap","Broad_Jump","Shuttle","Three_Cone","NFL_QBR","Conference","Games","Completions","Attempts","Completion_Percentage","Yards","Y.A","TD","INT","College_QBR","Rush_Attempts","Rushing_Yds","Rushing_Avg","Rushing_Td","Rank","Power_Five"
"374",2006,"Brigham Young",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,FALSE
"375",2006,"California",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,FALSE
"376",2006,"Clemson","Charlie Whitehurst",76.75,223,9.38,32.38,4.76,33,112,4.11,7,74.9,"ACC",35,694,1154,0.6,8111,7,39,40,123.4,223,118,0.5,8,NA,TRUE
"377",2006,"Florida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE
"378",2006,"Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,FALSE
"379",2006,"Louisville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,FALSE
"380",2006,"Michigan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,FALSE
"381",2006,"Northwestern","Brett Basanez",73.25,220,9,30.63,4.79,34,114,4.22,6.75,30.9,"Big Ten",47,913,1584,0.58,10580,6.7,44,36,118.4,391,996,2.5,18,NA,FALSE
"382",2006,"Notre Dame",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,FALSE
"383",2006,"Ohio State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE
"384",2006,"Oklahoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,FALSE
"385",2006,"Oregon","Kellen Clemens",73.63,224,9.38,30.5,4.89,NA,NA,9.99,9.99,68.9,"Pac-10",24,405,676,0.6,4948,7.3,40,19,135.3,196,298,1.5,6,NA,TRUE
"386",2006,"Oregon State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,FALSE
"387",2006,"Penn State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,FALSE
"388",2006,"Rutgers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,FALSE
"389",2006,"Southern California","Matt Leinart",76.88,223,10.13,33.5,4.9,NA,NA,9.99,9.99,70.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"390",2006,"Tennessee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,FALSE
"391",2006,"Texas","Vince Young",76.6,229,9.13,33.25,4.48,NA,NA,9.99,9.99,74.4,"Big 12",25,360,575,0.63,4885,8.5,38,21,148.5,322,2129,6.6,26,13,TRUE
"392",2006,"Texas Christian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE
"393",2006,"Toledo","Bruce Gradkowski",73.38,217,9,30.25,4.63,34,107,4.16,7.12,65.8,"MAC",36,764,1120,0.68,9197,8.2,85,27,157.4,243,986,4.1,14,NA,FALSE
"394",2006,"Vanderbilt","Jay Cutler",75.25,226,9.38,31.5,4.81,NA,NA,4.26,7.1,85.3,"SEC",45,710,1242,0.57,8697,7,59,36,125.9,453,1256,2.8,17,NA,TRUE
"395",2006,"Virginia Tech",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,FALSE
"396",2006,"Wake Forest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,FALSE
"397",2006,"West Virginia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,FALSE
"398",2006,"Wisconsin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,FALSE
"399",2006,"LSU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE
"400",2006,"USC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE
"401",2007,"Arizona State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,FALSE
"402",2007,"Auburn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,FALSE
"403",2007,"Boston College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,FALSE
"404",2007,"Brigham Young","John Beck",74.13,215,9.5,31.75,4.78,29.5,111,4.17,6.81,67.6,"MWC",35,812,1273,0.64,10157,8,74,29,145.4,213,17,0.1,8,14,FALSE
"405",2007,"Cincinnati",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,FALSE
"406",2007,"Clemson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,FALSE
"407",2007,"Florida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,FALSE
"408",2007,"Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE
"409",2007,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,FALSE
"410",2007,"Houston","Kevin Kolb",75.13,218,9.88,32.25,4.89,32.5,112,4.44,6.94,78.9,"CUSA",50,964,1565,0.62,12964,8.3,85,31,145.1,472,751,1.6,21,NA,FALSE
"411",2007,"Idaho State","Matt Gutierrez",76.25,232,9.63,33.75,5.04,29.5,108,4.28,6.99,122.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"412",2007,"Illinois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,FALSE
"413",2007,"Louisiana State","JaMarcus Russell",77.5,265,9.63,35,4.83,NA,NA,9.99,9.99,65.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"414",2007,"Michigan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,FALSE
"415",2007,"Michigan State","Drew Stanton",75.25,226,9.63,32,4.77,30.5,108,4.41,6.77,66.3,"Big Ten",32,541,843,0.64,6485,7.7,42,28,138.6,327,1470,4.5,14,NA,FALSE
"416",2007,"Missouri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE
"417",2007,"Notre Dame","Brady Quinn",75.75,232,10.25,32.5,4.73,NA,NA,9.99,9.99,64.4,"Ind",49,929,1602,0.58,11762,7.3,95,39,134.4,254,182,0.7,6,NA,FALSE
"418",2007,"Ohio State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE
"419",2007,"Oklahoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,FALSE
"420",2007,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,FALSE
"421",2007,"Oregon State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,FALSE
"422",2007,"Pittsburgh","Tyler Palko",73.38,215,9.5,32.5,4.88,31.5,112,4.36,7.05,60.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"423",2007,"Stanford","Trent Edwards",76.13,231,10,32.38,4.78,NA,NA,4.46,7.14,76.5,"Pac-10",20,316,539,0.59,3652,6.8,26,18,124.8,142,185,1.3,1,NA,TRUE
"424",2007,"Tennessee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,FALSE
"425",2007,"Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,FALSE
"426",2007,"Texas Tech",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE
"427",2007,"Texas-El Paso","Jordan Palmer",77.63,231,10,33.38,4.99,30.5,104,4.58,7.32,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"428",2007,"Virginia Tech",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,FALSE
"429",2007,"West Virginia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,FALSE
"430",2007,"Wisconsin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,FALSE
"431",2007,"Kansas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,FALSE
"432",2007,"LSU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE
"433",2007,"USC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE
"434",2008,"Alabama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,FALSE
"435",2008,"Boise State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,FALSE
"436",2008,"Boston College","Matt Ryan",76.75,228,9.5,32.63,4.94,NA,NA,4.51,7.4,93.4,"ACC",36,772,1276,0.61,8963,7,54,34,128.1,156,61,0.4,11,NA,TRUE
"437",2008,"Brigham Young",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,FALSE
"438",2008,"Cincinnati",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,FALSE
"439",2008,"Delaware","Joe Flacco",78.38,236,9.63,33.13,4.86,28.5,110,4.27,6.82,84.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"440",2008,"Florida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE
"441",2008,"Florida State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,FALSE
"442",2008,"Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,FALSE
"443",2008,"Georgia Tech",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE
"444",2008,"Iowa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,FALSE
"445",2008,"Louisiana State","Matt Flynn",74.25,231,9,31.5,4.81,28,109,4.34,7.21,86.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"446",2008,"Louisville","Brian Brohm",74.88,230,9.75,30,4.85,30,115,4.55,7.13,25.5,"Big East",33,714,1087,0.66,9956,9.2,65,22,158.3,145,-37,-0.3,7,NA,FALSE
"447",2008,"Michigan","Chad Henne",74.88,230,9,31.63,4.95,25.5,106,4.4,7.17,75.5,"Big Ten",47,828,1387,0.6,9715,7,87,37,133.9,180,-315,-1.8,3,NA,FALSE
"448",2008,"Michigan State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,FALSE
"449",2008,"Missouri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,FALSE
"450",2008,"Ohio State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,FALSE
"451",2008,"Oklahoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE
"452",2008,"Oklahoma State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,FALSE
"453",2008,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,FALSE
"454",2008,"Oregon State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,FALSE
"455",2008,"Penn State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,FALSE
"456",2008,"San Diego","Josh Johnson",74.75,213,9,30.38,4.53,33.5,110,4.42,7.56,57.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"457",2008,"San Diego State","Kevin O'Connell",77,225,8.88,34.13,4.66,31,113,4.38,7.01,73.6,"MWC",33,605,1050,0.58,7054,6.7,43,29,122,348,1157,3.3,17,NA,FALSE
"458",2008,"Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE
"459",2008,"Texas Christian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,FALSE
"460",2008,"Texas Tech",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,FALSE
"461",2008,"Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE
"462",2008,"Virginia Tech",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,FALSE
"463",2008,"West Virginia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,FALSE
"464",2008,"Ole Miss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,FALSE
"465",2008,"USC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE
"466",2009,"Alabama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE
"467",2009,"Boise State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE
"468",2009,"Brigham Young",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,FALSE
"469",2009,"Central Michigan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,FALSE
"470",2009,"Cincinnati",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,FALSE
"471",2009,"Clemson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,FALSE
"472",2009,"Florida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE
"473",2009,"Frenso State (CA)","Tom Brandstater",77,220,9.5,NA,4.87,28.5,106,4.37,6.93,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"474",2009,"Georgia","Matthew Stafford",74.25,225,10,NA,4.81,30.5,107,4.47,7.06,88.3,"SEC",39,564,987,0.57,7731,7.8,51,33,133.3,141,213,1.5,6,NA,TRUE
"475",2009,"Georgia Tech",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,FALSE
"476",2009,"Iowa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,FALSE
"477",2009,"Kansas State","Josh Freeman",77.75,248,10,NA,4.9,33.5,119,4.43,7.11,78.5,"Big 12",35,680,1151,0.59,8078,7,44,34,124.7,214,343,1.6,20,NA,TRUE
"478",2009,"Miami (FL)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,FALSE
"479",2009,"Michigan State","Brian Hoyer",74,215,9.5,NA,5.02,32,109,4.42,7.1,84.8,"Big Ten",26,403,729,0.55,5129,7,29,20,122,90,-199,-2.2,2,NA,FALSE
"480",2009,"Missouri","Chase Daniel",72,218,9.25,NA,4.79,33,NA,4.31,7.28,81.1,"Big 12",41,1056,1543,0.68,12168,7.9,100,39,151,325,913,2.8,9,NA,TRUE
"481",2009,"Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,FALSE
"482",2009,"Ohio State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE
"483",2009,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,FALSE
"484",2009,"Penn State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,FALSE
"485",2009,"Purdue","Curtis Painter",74.88,225,9.25,NA,4.87,29,102,4.48,7,57.6,"Big Ten",46,987,1648,0.6,11163,6.8,67,46,124.6,225,348,1.5,13,NA,FALSE
"486",2009,"Southern California","Mark Sanchez",74.13,227,10.5,NA,4.93,32.5,116,4.21,7.06,73.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"487",2009,"Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE
"488",2009,"Texas A&M;","Stephen McGee",74.88,225,9,NA,4.61,33,112,4.49,7.34,82.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"489",2009,"Texas Christian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,FALSE
"490",2009,"Texas Tech","Graham Harrell",74.13,223,9.5,NA,5.07,29.5,98,4.56,7.45,64.6,"Big 12",39,1366,1956,0.7,15371,7.9,131,34,154.5,111,-172,-1.5,12,21,TRUE
"491",2009,"Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,FALSE
"492",2009,"Virginia Tech",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,FALSE
"493",2009,"West Virginia","Pat White",72.25,197,9.25,NA,4.55,35,117,4.42,7.06,2.1,"Big East",25,324,490,0.66,3566,7.3,35,11,146.3,388,2309,6,22,25,FALSE
"494",2009,"Wisconsin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,FALSE
"495",2009,"LSU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,FALSE
"496",2009,"Ole Miss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,FALSE
"497",2009,"Pitt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,FALSE
"498",2009,"USC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE
"499",2010,"Brigham Young","Max Hall",72.63,209,9,30,4.84,32,102,4.35,7.07,35.7,"MWC",39,903,1382,0.65,11365,8.2,94,40,151.1,189,204,1.1,7,NA,FALSE
"500",2010,"Cincinnati","Tony Pike",77.75,223,10,NA,4.9,28.5,108,4.53,7.06,60.1,"Big East",22,410,662,0.62,4927,7.4,48,17,143.2,87,53,0.6,3,NA,FALSE
"501",2010,"Florida","Tim Tebow",75,236,10.13,NA,4.71,38.5,115,4.17,6.66,75.3,"SEC",41,639,962,0.66,8927,9.3,83,15,169.7,603,2478,4.1,49,NA,TRUE
"502",2010,"Fordham (NY)","John Skelton",77.38,243,9.75,32,4.85,33.5,108,4.33,7.17,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"503",2010,"Northwestern","Mike Kafka",75.13,225,9.25,NA,4.93,32,110,4.37,6.96,35.2,"Big Ten",13,319,492,0.65,3430,7,16,12,129.3,150,295,22.9,8,NA,FALSE
"504",2010,"Notre Dame","Jimmy Clausen",74.63,222,9,NA,4.76,NA,NA,9.99,9.99,62.2,"Ind",35,695,1110,0.63,8148,7.3,60,27,137.2,175,-355,-2,5,NA,FALSE
